Feature,AM1,AM2,AM3,FM3,FM4,FM5
2810453I06Rik,822,733,710,1162,1134,1125
2810459M11Rik,193,264,155,197,149,159
2810474C18Rik,4,5,5,1,7,6
2810474O19Rik,333,286,272,661,530,664
2900006K08Rik,117,121,131,135,119,166
2900010J23Rik,1532,1543,1501,1405,1496,1438
2900010M23Rik,613,729,606,349,395,309
2900011O08Rik,4745,5316,5759,3050,3211,2883
2900026A02Rik,1543,1692,1492,631,639,593
2900055J20Rik,57,48,45,3,1,1
2900060B14Rik,0,0,0,1,0,0
2900064A13Rik,2487,2278,2412,633,636,678
2900073G15Rik,962,1027,998,895,861,760
2900092C05Rik,0,0,0,0,0,0
2900092E17Rik,1047,1092,1019,866,846,705
3010026O09Rik,95,83,115,158,182,119
3100002H09Rik,0,0,4,3,6,4
3110001D03Rik,409,377,370,413,382,369
3110001I22Rik,22,33,27,58,51,62
3110002H16Rik,546,553,557,516,540,582
3110003A17Rik,128,98,114,676,679,686
3110007F17Rik,86,85,82,425,372,468
3110009E18Rik,22,20,16,46,29,40
3110018I06Rik,0,0,0,0,0,0
3110021A11Rik,12,12,7,15,28,16
3110035E14Rik,6607,6094,5710,520,618,640
3110040N11Rik,159,169,151,207,206,196
3110043O21Rik,485,455,492,976,910,1060
3110047P20Rik,1541,1358,1488,476,744,858
3110049J23Rik,21,11,15,34,31,25
3110052M02Rik,225,219,202,317,285,375
3110056O03Rik,746,995,834,1058,1040,975
3110057O12Rik,405,347,363,330,317,428
3110062M04Rik,47,61,67,131,127,103
3110070M22Rik,25,6,15,20,12,8
3110079O15Rik,3,9,6,0,0,0
3110082D06Rik,36,34,26,8,15,23
3110082I17Rik,133,121,116,131,149,117
3200002M19Rik,149,159,158,205,238,236
3222401L13Rik,24,11,25,45,27,43
3230401D17Rik,264,339,336,469,457,486
3300002A11Rik,4,7,3,1,1,1
3300002I08Rik,32,30,41,69,54,68
3632451O06Rik,612,583,573,249,281,271
3830403N18Rik,1,2,0,0,0,0
3830406C13Rik,216,169,157,109,124,126
3830408C21Rik,25,27,36,38,56,48
3830417A13Rik,0,0,0,0,0,0
3830431G21Rik,168,190,124,26,33,23
3930402G23Rik,2,3,10,8,5,6
4430402I18Rik,71,77,65,34,36,32
4432412L15Rik,72,103,80,56,99,81
4631416L12Rik,690,831,616,723,684,865
4632404H12Rik,196,170,219,229,221,239
4632411B12Rik,1856,1929,1944,1873,1831,1635
4632415K11Rik,214,258,179,282,272,253
4632415L05Rik,427,403,350,420,399,478
4632428N05Rik,773,804,853,83,76,73
4632433K11Rik,13,7,13,25,22,27
4632434I11Rik,17,8,10,112,58,111
4731417B20Rik,0,0,0,0,0,0
4732415M23Rik,21,34,32,24,12,20
4732418C07Rik,1078,1130,1025,517,404,501
4732440D04Rik,0,1,0,1,1,1
4732456N10Rik,0,3,2,0,0,0
4732465J04Rik,0,0,0,0,0,0
4732471D19Rik,392,445,442,1364,1227,1448
4732471J01Rik,16,20,26,8,10,5
4831426I19Rik,79,64,80,19,5,6
4832428D23Rik,2,0,1,0,0,0
4833403I15Rik,0,0,0,0,0,1
4833420G17Rik,678,575,686,1883,1729,1928
4833422F24Rik,0,0,0,0,0,1
4833423E24Rik,3,14,8,2,0,1
4833424O15Rik,1020,951,845,613,729,872
4833427G06Rik,8,5,5,0,0,0
4833439L19Rik,2353,2609,2201,2451,2108,2201
4833442J19Rik,60,42,61,53,56,67
4921501E09Rik,0,0,1,0,0,0
4921504E06Rik,1,0,0,0,0,0
4921506J03Rik,432,465,332,696,605,633
4921506M07Rik,1,0,0,0,1,2
4921507P07Rik,11,21,24,36,31,42
4921508M14Rik,1,3,0,0,0,1
4921509C19Rik,0,0,0,0,0,0
4921510H08Rik,0,1,0,0,0,0
4921511C20Rik,0,0,0,0,0,0
4921511H03Rik,2,0,1,0,1,1
4921513D11Rik,11,10,18,4,2,1
4921513D23Rik,3725,3702,3521,2330,2148,2414
4921513I03Rik,2,1,1,0,0,0
4921515J06Rik,12,20,18,11,8,23
4921517D21Rik,0,0,0,0,0,0
4921517D22Rik,0,0,0,0,0,0
4921517L17Rik,243,361,242,232,206,235
4921521F21Rik,0,0,0,0,0,0
4921522P10Rik,11,13,15,7,8,9
4921523A10Rik,21,10,21,15,18,12
4921524J17Rik,165,168,144,343,328,314
4921524L21Rik,0,0,0,0,0,0
4921528I01Rik,0,0,0,0,2,1
4921528I07Rik,2,0,0,0,0,0
4921528O07Rik,0,0,0,0,0,0
4921530D09Rik,41,39,35,9,16,8
4921530L21Rik,0,0,0,0,0,0
4921536K21Rik,8,8,13,23,23,20
4921539E11Rik,0,1,0,0,1,0
4922501C03Rik,370,356,330,563,521,584
4922501L14Rik,221,194,179,24,37,29
4922502B01Rik,40,37,36,298,280,246
4922502D21Rik,0,0,0,0,0,0
4922505E12Rik,0,1,2,0,0,0
4922505G16Rik,19,17,24,0,5,5
4930402E16Rik,723,685,754,826,647,829
4930402F06Rik,0,0,0,1,0,0
4930402H24Rik,2447,2793,2390,3593,3101,3724
4930402K13Rik,0,0,0,0,0,0
4930403L05Rik,0,0,0,0,0,0
4930403N07Rik,0,0,0,1,0,0
4930404A10Rik,0,0,0,0,0,1
4930404H21Rik,1,0,0,0,0,0
4930404N11Rik,15,17,8,12,8,9
4930408F14Rik,0,0,0,0,0,0
4930408O17Rik,1,1,2,0,1,0
4930412F15Rik,173,237,156,118,137,115
4930412O13Rik,3,0,1,3,0,5
4930415F15Rik,1,1,2,1,0,2
4930415L06Rik,0,0,0,0,0,0
4930415O20Rik,3,2,5,7,4,7
4930417G10Rik,50,39,66,70,66,63
4930420K17Rik,130,117,112,28,15,34
4930422G04Rik,115,98,136,309,194,248
4930422I07Rik,520,527,566,467,452,459
4930423O20Rik,1,0,0,0,0,1
4930425F17Rik,4,0,0,0,0,0
4930426L09Rik,8,13,12,4,4,6
4930427A07Rik,35,30,28,253,238,196
4930428D18Rik,0,0,0,0,0,0
4930428E23Rik,0,1,1,0,0,0
4930429B21Rik,189,220,173,29,21,31
4930430A15Rik,0,0,0,0,0,0
4930430D24Rik,0,0,0,0,0,0
4930430F08Rik,258,233,230,157,156,178
4930430O22Rik,2,2,1,13,8,6
4930431F12Rik,0,0,0,0,1,0
4930432E11Rik,0,3,0,0,0,1
4930432K09Rik,0,0,0,0,0,0
4930432K21Rik,54,43,44,99,114,105
4930432M17Rik,0,0,0,0,0,0
4930432O21Rik,521,372,366,337,238,359
4930433I11Rik,0,0,0,0,0,0
4930433N12Rik,0,0,0,0,0,0
4930434E21Rik,17,11,9,6,9,1
4930435E12Rik,0,0,0,0,0,0
4930435H24Rik,0,1,0,0,1,0
4930438A08Rik,0,0,0,0,1,0
4930441O14Rik,103,78,66,31,52,41
4930442E04Rik,9,9,6,14,11,9
4930442H23Rik,0,1,1,0,0,0
4930443G12Rik,3,4,3,0,5,2
4930444A02Rik,701,730,671,492,605,481
4930444P10Rik,18,15,6,27,30,34
4930447A16Rik,2,0,2,0,0,1
4930447F04Rik,0,0,0,0,0,0
4930449A18Rik,0,0,0,0,0,0
4930449E01Rik,0,0,0,0,0,0
4930449I24Rik,0,0,0,0,0,0
4930451C15Rik,32,23,41,5,1,1
4930451G09Rik,68,89,99,66,61,68
4930451I11Rik,2,4,4,1,0,1
4930452B06Rik,229,258,180,120,108,124
4930453N24Rik,520,413,373,451,388,523
4930455C21Rik,389,402,338,437,459,424
4930455F23Rik,575,519,471,383,424,440
4930458L03Rik,1,0,0,0,0,0
4930466F19Rik,14,9,10,6,15,4
4930467E23Rik,52,32,51,18,11,21
4930470H14Rik,0,0,0,1,0,0
4930470P17Rik,4,1,6,2,2,1
4930471M23Rik,617,664,662,298,301,290
4930473A06Rik,90,88,83,275,210,261
4930474M22Rik,1,0,1,0,1,0
4930474N05Rik,0,0,0,0,0,0
4930479M11Rik,0,0,0,0,0,0
4930480E11Rik,0,0,0,0,0,0
4930485B16Rik,53,54,41,17,11,15
4930486G11Rik,24,12,15,4,6,8
4930486L24Rik,6,3,7,0,1,1
4930500M09Rik,3,3,4,0,0,1
4930502E18Rik,5,4,5,1,1,3
4930503B20Rik,0,0,0,0,0,0
4930503E14Rik,0,0,0,0,0,0
4930503L19Rik,178,124,127,257,212,340
4930504O13Rik,0,0,0,0,0,0
4930505A04Rik,6,10,5,2,0,0
4930505N22Rik,15,7,2,5,7,6
4930506F14Rik,3,1,2,2,2,1
4930506M07Rik,918,962,785,6252,7080,6510
4930510E17Rik,0,0,0,0,0,0
4930511I11Rik,0,0,0,0,0,0
4930511M11Rik,0,0,0,0,0,0
4930512B01Rik,42,57,42,15,12,19
4930513O06Rik,0,0,0,0,0,0
4930515G01Rik,1,2,1,0,0,1
4930518F22Rik,3,4,0,3,1,1
4930518I15Rik,5,5,1,6,15,16
4930519F16Rik,10,8,2,1,0,1
4930519G04Rik,1,0,0,0,0,0
4930521A18Rik,0,0,0,0,0,0
4930522H14Rik,0,0,0,0,0,0
4930522L14Rik,47,40,36,60,43,47
4930523C07Rik,3,7,6,1,2,3
4930524B15Rik,1,2,1,3,1,3
4930524J08Rik,5,5,5,12,14,15
4930524N10Rik,0,0,0,0,0,0
4930525F21Rik,6,8,1,3,7,10
4930525M21Rik,0,0,0,0,0,0
4930526D03Rik,0,0,0,1,0,1
4930528A17Rik,9,14,10,21,10,9
4930528F23Rik,0,0,1,0,0,0
4930529F22Rik,0,0,0,0,0,0
4930529M08Rik,56,53,74,16,17,24
4930533K18Rik,2,3,4,1,1,0
4930533L02Rik,0,1,0,0,0,0
4930534B04Rik,139,170,122,310,235,221
4930538K18Rik,16,10,15,10,14,20
4930539E08Rik,219,257,195,29,40,42
4930542N07Rik,0,0,0,0,0,0
4930544G11Rik,0,0,0,0,0,0
4930544L04Rik,0,0,0,0,0,0
4930544M13Rik,0,0,0,0,0,0
4930544O15Rik,3,5,6,0,2,1
4930546C10Rik,0,1,0,0,1,0
4930547C10Rik,0,0,0,1,0,0
4930547M16Rik,4,5,2,1,0,0
4930547N16Rik,14,11,8,77,58,73
4930548G14Rik,0,0,0,0,0,0
4930548H24Rik,0,0,0,2,0,0
4930549C01Rik,0,0,0,0,0,0
4930550C14Rik,2,5,3,1,2,2
4930550L24Rik,0,0,0,1,1,0
4930553M12Rik,0,0,0,0,0,0
4930555F03Rik,3,4,2,1,4,2
4930555G01Rik,0,0,0,0,0,1
4930555I21Rik,42,62,40,1,2,3
4930556A20Rik,0,0,0,0,0,0
4930556J24Rik,4,9,2,23,6,6
4930557A04Rik,0,0,0,0,0,0
4930562C15Rik,0,0,0,0,0,0
4930562F07Rik,4,10,5,0,3,3
4930563D23Rik,0,0,0,0,0,0
4930563M21Rik,2,0,1,1,3,3
4930564B18Rik,0,0,0,0,0,0
4930564C03Rik,0,0,0,1,0,0
4930564D02Rik,2,0,0,0,0,0
4930565B19Rik,10,4,11,4,9,9
4930566N20Rik,0,1,1,1,0,1
4930567H17Rik,0,0,0,0,0,0
4930568D16Rik,0,0,0,0,0,0
4930569F06Rik,0,0,0,0,0,0
4930572J05Rik,950,1043,1027,45,53,48
4930572O03Rik,3,0,0,0,0,0
4930578C19Rik,27,24,38,12,9,16
4930578G10Rik,31,29,29,15,17,17
4930578I06Rik,0,1,1,0,0,0
4930578I07Rik,1,0,3,0,4,1
4930578N16Rik,59,62,68,64,83,71
4930579C12Rik,0,1,2,1,0,3
4930579C15Rik,20,16,17,14,12,22
4930579F01Rik,0,0,0,0,0,1
4930579G18Rik,52,52,83,167,219,193
4930579G22Rik,8,5,10,6,7,5
4930579G24Rik,39,30,28,63,34,55
4930579J09Rik,23,15,22,8,20,9
4930579K19Rik,18,9,20,15,14,14
4930583H14Rik,5,0,6,3,4,7
4930583I09Rik,0,0,0,0,0,0
4930584F24Rik,0,0,0,0,0,0
4930588N13Rik,1,7,2,9,18,15
4930589L23Rik,0,0,0,0,1,0
4930590J08Rik,9,15,10,14,14,16
4930591A17Rik,0,0,0,0,0,0
4930595M18Rik,0,0,0,0,0,0
4930596D02Rik,0,0,0,0,0,0
4930597O21Rik,9,3,5,2,1,6
4931400O07Rik,0,0,0,0,0,0
4931406B18Rik,0,0,0,0,0,0
4931406C07Rik,434,460,497,585,615,656
4931406P16Rik,582,638,504,742,601,654
4931407G18Rik,0,0,0,0,2,0
4931408A02Rik,34,21,45,49,42,34
4931408C20Rik,0,0,0,0,0,0
4931409K22Rik,4,8,1,24,21,19
4931414P19Rik,87,84,98,195,167,163
4931417E11Rik,0,2,1,0,1,0
4931417G12Rik,2,2,3,0,1,2
4931422A03Rik,12,20,24,22,4,10
4931423N10Rik,4,3,2,7,3,2
4931428F04Rik,376,451,395,3017,3019,2919
4931428L18Rik,0,0,0,1,0,0
4931429I11Rik,7,12,6,2,0,0
4931429L15Rik,1,4,5,3,1,2
4931429P17Rik,0,1,0,0,0,0
4931431F19Rik,0,0,0,0,0,0
4931432M23Rik,4,0,0,0,1,0
4931440F15Rik,75,96,106,110,107,110
4931440P22Rik,16,25,17,12,16,16
4932411E22Rik,76,63,48,46,22,41
4932411K12Rik,0,0,0,0,0,0
4932411N23Rik,0,0,0,0,0,0
4932412H11Rik,5,14,15,13,12,14
4932414J04Rik,0,0,0,0,0,0
4932414N04Rik,0,0,0,0,0,0
4932415D10Rik,0,0,0,0,0,0
4932418E24Rik,45,76,63,6,12,12
4932422M17Rik,98,57,97,348,366,372
4932425I24Rik,33,50,55,12,4,6
4932429P05Rik,1,0,0,0,0,0
4932430I15Rik,1,0,0,4,1,1
4932431P20Rik,0,2,1,3,1,1
4932438A13Rik,3513,3322,3243,3845,3121,4591
4932438H23Rik,13,15,15,3,4,0
4932441B19Rik,0,0,0,0,0,0
4932441K18Rik,487,406,450,372,323,399
4932442E05Rik,29,27,32,100,79,98
4932442L08Rik,0,7,2,5,4,5
4933400A11Rik,0,0,0,0,0,0
4933400C05Rik,9,17,12,7,6,9
4933401F05Rik,1,0,0,0,1,0
4933402D24Rik,29,17,25,17,8,13
4933402E13Rik,0,0,0,0,0,0
4933402J07Rik,0,0,0,1,0,0
4933402N03Rik,0,0,0,0,1,0
4933402P03Rik,0,0,1,2,3,1
4933403F05Rik,1144,1059,1035,751,684,826
4933403G14Rik,111,89,84,183,184,184
4933403O03Rik,2,0,0,0,0,0
4933404G15Rik,0,0,0,0,0,0
4933404M02Rik,16,19,18,9,8,13
4933405L10Rik,5,8,5,8,11,5
4933406J08Rik,0,0,0,0,0,0
4933406M09Rik,0,1,0,0,1,2
4933406P04Rik,2,2,2,2,2,2
4933407C03Rik,3657,4164,3452,3655,3518,3431
4933407H18Rik,363,290,356,683,495,654
4933407I18Rik,1,3,3,3,1,2
4933407L21Rik,45,54,52,41,23,33
4933407P14Rik,0,0,0,1,3,1
4933408B17Rik,28,16,26,81,112,78
4933409G03Rik,0,0,0,0,0,0
4933409K07Rik,1452,1726,1646,975,955,966
4933411G06Rik,0,0,0,0,0,0
4933411G11Rik,0,0,0,1,1,0
4933411K20Rik,755,661,828,579,500,545
4933412E24Rik,0,0,0,0,0,0
4933413G19Rik,29,40,36,8,10,6
4933414I15Rik,0,0,0,0,0,0
4933415A04Rik,9,6,12,17,30,27
4933415F23Rik,0,0,0,0,0,0
4933416C03Rik,1,0,1,1,3,0
4933416I08Rik,1,0,0,0,1,0
4933417A18Rik,0,0,0,0,0,0
4933421E11Rik,316,276,253,298,241,348
4933421I07Rik,0,0,0,0,0,1
4933422H20Rik,3,2,1,0,0,0
4933424B01Rik,595,597,603,912,700,823
4933425L06Rik,1,0,0,0,0,2
4933425O20Rik,19,32,17,60,59,73
4933426I21Rik,73,60,61,122,90,137
4933426M11Rik,1234,1063,1114,667,552,577
4933427D06Rik,1,2,1,0,2,0
4933427D14Rik,823,793,873,1272,1229,1213
4933427E11Rik,0,2,4,0,1,4
4933427G17Rik,7,9,6,2,0,1
4933427I04Rik,6,3,11,1,2,4
4933427I18Rik,7,11,8,24,17,27
4933428M09Rik,0,0,0,0,0,0
4933429F08Rik,63,35,67,64,62,53
4933430H15Rik,23,30,20,10,10,20
4933430I17Rik,9,6,5,32,17,19
4933432B09Rik,80,78,94,256,225,221
4933432I09Rik,11,22,20,6,2,10
4933433C11Rik,8,1,3,0,1,2
4933433P14Rik,573,649,624,329,296,321
4933434E20Rik,675,734,686,792,737,778
4933434I20Rik,0,0,0,0,0,0
4933436C20Rik,12,20,8,3,5,5
4933436I01Rik,0,0,0,0,0,0
4933437F05Rik,9,43,19,23,32,36
4933439F11Rik,1,0,3,0,2,0
4933439F18Rik,2072,2020,1866,1179,1111,1152
4933440M02Rik,1,0,2,0,1,0
4933440N22Rik,27,32,16,22,23,19
5031410I06Rik,20,9,30,3,1,2
5031414D18Rik,21,17,38,2,3,1
5031434C07Rik,0,1,0,0,2,0
5031439G07Rik,3562,4920,3692,5710,5492,5398
5033411D12Rik,25,33,35,2,0,2
5033414D02Rik,236,190,230,517,513,573
5033421C21Rik,3,8,1,20,24,28
5033430I15Rik,65,58,33,38,41,46
5133401N09Rik,278,234,236,306,320,300
5330417C22Rik,1014,918,1003,294,314,316
5330417H12Rik,0,0,0,0,0,0
5330426P16Rik,29,39,15,64,29,63
5330437I02Rik,33,22,29,60,37,31
5330439B14Rik,0,1,0,1,2,0
5430401F13Rik,0,0,0,0,0,0
5430402E10Rik,0,0,0,0,0,0
5430405G05Rik,76,86,91,376,325,316
5430407P10Rik,48,94,68,23,33,41
5430411K18Rik,1049,1034,1007,722,596,751
5430413K10Rik,0,6,1,4,0,1
5430419D17Rik,0,0,0,0,1,0
5430421N21Rik,0,2,0,0,0,0
5430427O19Rik,5,6,6,1,0,0
5430435G22Rik,27,94,24,3,1,4
5430437P03Rik,1206,1453,1370,1146,1052,1053
5530400B01Rik,0,0,0,0,0,0
5530400C23Rik,0,0,0,0,0,0
5530401A14Rik,16,9,12,6,9,7
5530401N12Rik,6,10,11,34,35,26
5730403B10Rik,3988,4024,4447,1570,1447,1418
5730403M16Rik,210,231,204,344,327,330
5730407I07Rik,8,7,3,1,0,0
5730409E04Rik,2822,2925,2902,579,793,687
5730410E15Rik,1482,1700,1411,3159,3273,3440
5730419I09Rik,1377,1405,1562,2485,2237,2479
5730437N04Rik,598,608,563,444,452,404
5730455O13Rik,325,267,262,444,443,454
5730455P16Rik,1935,1588,1542,1145,1055,1193
5730460C07Rik,0,0,0,0,0,0
5730469M10Rik,2261,2051,1955,747,858,797
5730494M16Rik,1014,875,892,903,910,1051
5730494N06Rik,352,369,441,317,294,338
5730507C01Rik,1,2,3,19,17,29
5730508B09Rik,63,65,49,101,91,92
5730522E02Rik,0,0,0,2,2,1
5730528L13Rik,296,327,285,907,739,697
5730559C18Rik,70,99,74,212,129,133
5730577I03Rik,0,0,0,0,0,0
5730585A16Rik,0,0,0,0,0,0
5730590G19Rik,2,5,7,252,146,183
5730596B20Rik,0,0,0,0,0,0
5730601F06Rik,282,321,284,1323,1094,1467
5830403L16Rik,26,26,37,17,20,19
5830405N20Rik,3,1,4,1,0,0
5830411N06Rik,0,1,0,0,0,0
5830415F09Rik,44,59,45,95,102,94
5830416P10Rik,31,38,50,44,48,41
5830418K08Rik,513,517,508,1102,1081,1354
5830433M19Rik,162,106,96,166,138,240
5830453K13Rik,0,0,0,0,0,0
5830454E08Rik,11,20,12,22,16,12
5830472F04Rik,0,2,2,2,0,3
5830477G23Rik,16,11,24,21,18,20
5930403N24Rik,58,45,35,196,120,185
5930416I19Rik,210,242,248,936,876,769
5930422O12Rik,12,5,13,20,18,16
5930434B04Rik,888,1069,1257,2948,2517,2146
5S_rRNA,62,89,218,175,138,167
5_8S_rRNA,0,0,0,0,0,0
6030405A18Rik,928,744,793,483,642,667
6030408B16Rik,1,3,5,2,4,2
6030419C18Rik,3510,4254,3222,718,721,688
6030422M02Rik,37,29,51,35,49,32
6030426L16Rik,4,5,5,8,12,11
6030429G01Rik,13,14,26,25,15,11
6030445D17Rik,3,5,11,0,2,5
6030446N20Rik,94,115,95,51,66,60
6030452D12Rik,1,0,0,0,0,0
6030458C11Rik,860,715,749,600,614,673
6030468B19Rik,0,0,3,0,0,1
6030469F06Rik,0,0,0,0,0,0
6030498E09Rik,0,1,0,0,0,0
6130401L20Rik,151,133,176,46,61,54
6230409E13Rik,1426,1431,1431,3042,2631,2871
6230427J02Rik,35,64,28,58,56,67
6330403A02Rik,8605,7745,7789,798,1116,1066
6330403K07Rik,0,0,0,0,0,0
6330403L08Rik,759,900,619,159,167,175
6330406I15Rik,363,343,352,29,21,30
6330407J23Rik,2233,2512,2007,6129,4973,5414
6330408A02Rik,499,602,589,662,676,661
6330409D20Rik,21,34,21,35,41,41
6330409N04Rik,1016,916,866,429,431,546
6330416G13Rik,285,329,330,97,117,108
6330416L07Rik,318,217,199,362,279,354
6330439K17Rik,7084,7082,6567,603,499,636
6330444E15Rik,0,1,0,0,0,0
6330503K22Rik,2093,2509,1899,2304,1700,2158
6330512M04Rik,369,427,394,14,13,12
6330527O06Rik,3122,2967,3695,14,15,23
6330545A04Rik,20,38,33,54,47,41
6330577E15Rik,1677,1657,1522,1807,1850,1896
6330578E17Rik,1904,1918,1874,1312,1317,1433
6430526N21Rik,646,858,596,896,841,851
6430527G18Rik,1251,1673,1145,2571,2159,2249
6430531B16Rik,10,6,10,3,3,2
6430548M08Rik,8607,8258,9218,1917,1893,1688
6430550D23Rik,38,31,38,53,44,49
6430553K19Rik,6,4,7,0,0,0
6430571L13Rik,93,104,105,90,79,80
6430573F11Rik,277,238,262,322,322,357
6430598A04Rik,1950,2425,1761,5206,5368,4914
6430704M03Rik,9221,7267,7621,1590,1402,1880
6530401D17Rik,2212,2489,1899,1902,2016,2004
6530401N04Rik,247,282,236,133,154,132
6530403G13Rik,0,0,0,0,0,0
6530411M01Rik,7,9,4,13,9,13
6530418L21Rik,2958,3087,3259,248,272,183
6720401G13Rik,161,157,234,143,97,126
6720456B07Rik,2380,2625,2624,1698,1808,1505
6720456H20Rik,549,510,468,343,343,357
6720457D02Rik,27,21,32,42,30,30
6720463M24Rik,59,74,83,252,216,231
6720489N17Rik,61,58,45,76,93,78
6820408C15Rik,68,58,62,19,24,20
7.114106511-114462493.1,5,7,5,2,4,6
7.95953348-96898860.1,5,0,1,4,2,6
7420416P09Rik,4,1,7,0,0,0
7420426K07Rik,0,0,0,0,0,0
7SK,734,706,856,793,521,596
8030411F24Rik,0,0,0,0,0,0
8030423F21Rik,0,3,2,0,0,3
8030423J24Rik,2,3,1,1,0,0
8030462N17Rik,645,664,631,476,333,420
8430406I07Rik,111,134,116,133,143,120
8430408G22Rik,34,21,38,31,17,21
8430410A17Rik,281,348,320,487,449,403
8430410K20Rik,1370,1326,1220,1320,1152,1310
8430419L09Rik,5936,5686,6566,3042,3227,2956
8430426H19Rik,146,132,96,191,176,253
8430427H17Rik,1298,1622,1200,3843,3532,3750
8430432A02Rik,15,16,18,5,8,15
9.104944562-105295281.1,2,0,0,1,0,0
9030025P20Rik,886,826,943,993,832,1157
9030224M15Rik,38,23,26,3,5,2
9030409G11Rik,2478,2642,2673,1928,1853,1771
9030418K01Rik,1782,1511,1533,340,332,370
9030420J04Rik,193,123,141,192,191,266
9030425E11Rik,732,634,635,3852,3692,3881
9030607L17Rik,400,355,402,280,309,268
9030612E09Rik,71,43,50,36,47,43
9030617O03Rik,153,167,205,42,59,41
9030619P08Rik,1,0,0,0,0,0
9030624G23Rik,9,7,11,15,26,20
9030624J02Rik,1073,1220,1053,2068,1962,1939
9030625A04Rik,111,97,83,20,25,19
9130004J05Rik,0,0,0,0,0,0
9130008F23Rik,1,1,2,5,6,6
9130011E15Rik,481,504,453,677,683,665
9130011J15Rik,805,826,843,901,865,854
9130014G24Rik,26,24,34,1,0,2
9130017N09Rik,2,4,6,17,14,17
9130019O22Rik,101,79,72,159,131,131
9130023H24Rik,41,27,35,43,42,29
9130221D24Rik,0,0,0,0,0,0
9130230L23Rik,0,0,0,0,0,0
9130401M01Rik,428,494,438,357,420,364
9130404D08Rik,1302,1480,1467,2314,2226,2304
9130404H23Rik,0,1,0,0,0,0
9130409I23Rik,2,1,1,1,0,1
9230009I02Rik,3,2,5,1,0,0
9230019H11Rik,0,0,0,0,0,0
9230104L09Rik,0,0,1,0,0,0
9230105E10Rik,84,49,63,36,33,37
9230107M04Rik,0,0,0,0,0,0
9230109A22Rik,3,2,5,1,2,4
9230110C19Rik,121,102,103,92,90,134
9230110F15Rik,1,0,0,0,0,0
9230110K08Rik,7,4,3,3,3,2
9230112D13Rik,0,0,0,0,0,0
9230112E08Rik,268,287,343,151,155,163
9330101J02Rik,54,64,65,27,26,24
9330120H11Rik,94,76,92,43,38,48
9330129D05Rik,63,53,85,13,17,15
9330133O14Rik,51,38,48,84,59,76
9330160F10Rik,0,0,0,0,0,0
9330161L09Rik,3,2,1,21,23,10
9330171B17Rik,31,58,37,24,25,21
9330175E14Rik,1,1,0,0,0,0
9330176C04Rik,21,27,19,34,32,23
9330182L06Rik,1620,1412,1294,797,965,1290
9430002A10Rik,5,3,6,6,3,5
9430015G10Rik,378,380,538,1046,989,979
9430016H08Rik,286,276,325,246,265,294
9430020K01Rik,3999,3725,4020,473,492,512
9430023L20Rik,654,815,800,741,762,642
9430025M13Rik,54,48,43,102,108,128
9430031J16Rik,1139,938,933,1029,648,1251
9430038I01Rik,48,54,50,96,94,83
9430060I03Rik,0,0,4,0,0,0
9430070O13Rik,3,0,3,10,4,6
9430077A04Rik,1,0,0,0,0,0
9430097D07Rik,9,2,6,3,1,1
9530002B09Rik,0,0,0,0,0,0
9530002K18Rik,0,0,0,0,0,0
9530003J23Rik,0,1,1,0,0,0
9530008L14Rik,3,3,2,0,2,1
9530020O07Rik,1,1,3,3,6,1
9530053A07Rik,10,6,11,14,5,5
9530068E07Rik,1614,1721,1364,1254,1201,1223
9530077C05Rik,116,113,111,118,106,115
9630014M24Rik,0,0,0,0,0,0
9630025I21Rik,159,145,173,124,96,130
9630033F20Rik,741,854,773,483,484,423
9630041A04Rik,2,3,1,16,9,8
9830001H06Rik,968,1228,824,5613,4388,4882
9830107B12Rik,0,0,0,0,0,0
9930012K11Rik,32,29,45,55,54,62
9930013L23Rik,446,532,544,184,154,180
9930014A18Rik,12,11,14,56,50,51
9930021D14Rik,0,0,0,0,0,0
9930021J03Rik,337,332,341,476,411,583
9930022D16Rik,0,0,0,2,1,1
9930023K05Rik,10,10,11,4,7,5
9930032O22Rik,0,0,0,0,0,0
9930111J21Rik1,70,50,67,9,8,7
A130010J15Rik,77,75,72,144,96,127
A130022J15Rik,708,608,699,428,420,502
A130042E20Rik,122,109,89,93,102,104
A130050O07Rik,1,0,6,6,6,5
A130095M15Rik,0,0,0,0,0,0
A1bg,0,2,0,0,0,0
A1cf,1,0,0,0,0,0
A230006K03Rik,244,226,227,65,82,65
A230046K03Rik,1073,916,912,997,889,1253
A230050P20Rik,1101,1115,1212,118,99,113
A230051G13Rik,177,208,215,265,271,269
A230051N06Rik,35,36,28,17,14,6
A230052G05Rik,13,15,10,37,28,29
A230072I06Rik,0,0,0,6,1,7
A230083G16Rik,62,38,54,49,59,38
A2bp1,6894,5468,5880,3382,3007,3305
A2ld1,268,272,297,25,11,15
A2m,508,166,420,105,93,131
A330008L17Rik,109,55,82,58,45,70
A330017A19Rik,17,11,6,12,7,10
A330021E22Rik,402,354,369,216,174,203
A330049M08Rik,16,8,21,11,5,9
A330070K13Rik,1,6,4,0,0,0
A330084C13Rik,36,44,9,137,172,181
A3galt2,7,5,2,103,82,84
A430005L14Rik,275,292,213,245,239,203
A430033K04Rik,325,306,293,553,523,536
A430078G23Rik,3,1,2,1,0,4
A430084P05Rik,3,4,1,0,0,0
A430089I19Rik,0,0,0,0,0,0
A430090L17Rik,4,2,4,5,2,4
